No,Symbol, StockName,Sector,Currency,Board,ListDate,NoOfShares
11,BULL,Buana Lintas Lautan Tbk.,Infrastructure Utilities & Transportation,USD,Utama,23 Mei 2011,"11,371,675,077"
12,CANI,Capitol Nusantara Indonesia Tb,Infrastructure Utilities & Transportation,IDR,UTAMA,16-Jan-14,"833,440,000"
13,CASS,Cardig Aero Services Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,05 Des 2011,"2,086,950,000"
14,CENT,Centratama Telekomunikasi Indo,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,1-Nov-01,"31,183,464,900"
15,CMNP,Citra Marga Nusaphala Persada,Infrastructure Utilities & Transportation,IDR,UTAMA,10-Jan-95,"3,620,831,944"
16,CMPP,AirAsia Indonesia Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,08 Des 1994,"10,685,124,441"
17,DEAL,Dewata Freightinternational Tb,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,9-Nov-18,"1,132,748,008"
18,EXCL,XL Axiata Tbk.,Infrastructure Utilities & Transportation,IDR,Utama,29-Sep-05,"10,687,960,423"
19,FREN,Smartfren Telecom Tbk.,Infrastructure Utilities & Transportation,IDR,UTAMA,29-Nov-06,"217,964,239,613"
20,GHON,Gihon Telekomunikasi Indonesia,Infrastructure Utilities & Transportation,IDR,Utama,9-Apr-18,"550,000,000"
21,GIAA,Garuda Indonesia (Persero) Tbk,Infrastructure Utilities & Transportation,USD,Utama,11-Feb-11,"25,886,576,254"
22,GOLD,Visi Telekomunikasi Infrastruk,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,7-Jul-10,"1,277,276,000"
23,HELI,Jaya Trishindo Tbk.,Infrastructure Utilities & Transportation,IDR,Pengembangan,27-Mar-18,"819,000,000"
24,HITS,Humpuss Intermoda Transportasi,Infrastructure Utilities & Transportation,IDR,UTAMA,15 Des 1997,"7,101,084,801"
25,IATA,Indonesia Transport & Infrastr,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,13-Sep-06,"10,697,665,114"
26,IBST,Inti Bangun Sejahtera Tbk.,Infrastructure Utilities & Transportation,IDR,UTAMA,31 Ags 2012,"1,350,904,927"
27,IPCC,Indonesia Kendaraan Terminal T,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,9-Jul-18,"1,818,384,820"
28,IPCM,Jasa Armada Indonesia Tbk.,Infrastructure Utilities & Transportation,IDR,Pengembangan,22 Des 2017,"5,284,811,100"
29,ISAT,Indosat Tbk.,Infrastructure Utilities & Transportation,IDR,UTAMA,19 Okt 1994,"5,433,933,500"
30,JAST,Jasnita Telekomindo Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,16 Mei 2019,"813,626,700"
31,JAYA,Armada Berjaya Trans Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,21-Feb-19,"375,000,105"
32,JSMR,Jasa Marga (Persero) Tbk.,Infrastructure Utilities & Transportation,IDR,Utama,12-Nov-07,"7,257,871,200"
33,KARW,ICTSI Jasa Prima Tbk.,Infrastructure Utilities & Transportation,USD,PENGEMBANGAN,20 Des 2008,"587,152,700"
34,KEEN,Kencana Energi Lestari Tbk.,Infrastructure Utilities & Transportation,IDR,Utama,2-Sep-19,"3,666,312,500"
35,KJEN,Krida Jaringan Nusantara Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,1-Jul-19,"500,000,000"
36,KOPI,Mitra Energi Persada Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,04 Mei 2015,"697,266,668"
37,LAPD,Leyand International Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,17-Jul-01,"3,966,350,139"
38,LCKM,LCK Global Kedaton Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,16-Jan-18,"1,000,000,000"
39,LEAD,Logindo Samudramakmur Tbk.,Infrastructure Utilities & Transportation,USD,Utama,11 Des 2013,"4,049,616,328"
40,LRNA,Eka Sari Lorena Transport Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,15-Apr-14,"350,000,022"
41,MBSS,Mitrabahtera Segara Sejati Tbk,Infrastructure Utilities & Transportation,USD,UTAMA,6-Apr-11,"1,750,026,639"
42,META,Nusantara Infrastructure Tbk.,Infrastructure Utilities & Transportation,IDR,UTAMA,18-Jul-01,"17,710,708,194"
43,MIRA,Mitra International Resources,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,30-Jan-97,"3,961,452,039"
44,MPOW,Megapower Makmur Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,5-Jul-17,"816,997,053"
45,MTPS,Meta Epsi Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,10-Apr-19,"2,084,774,979"
46,NELY,Pelayaran Nelly Dwi Putri Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,11 Okt 2012,"2,350,000,000"
47,OASA,Protech Mitra Perkasa Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,18-Jul-16,"358,600,000"
48,PGAS,Perusahaan Gas Negara Tbk.,Infrastructure Utilities & Transportation,USD,UTAMA,15 Des 2003,"24,241,508,196"
49,PORT,Nusantara Pelabuhan Handal Tbk,Infrastructure Utilities & Transportation,IDR,Pengembangan,16-Mar-17,"2,813,941,985"
50,POWR,Cikarang Listrindo Tbk.,Infrastructure Utilities & Transportation,USD,UTAMA,14-Jun-16,"16,087,156,000"
51,PPRE,PP Presisi Tbk.,Infrastructure Utilities & Transportation,IDR,UTAMA,24-Nov-17,"10,224,271,000"
52,PSSI,Pelita Samudera Shipping Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,05 Des 2017,"5,417,063,153"
53,PTIS,Indo Straits Tbk.,Infrastructure Utilities & Transportation,IDR,UTAMA,12-Jul-11,"550,165,300"
54,RAJA,Rukun Raharja Tbk.,Infrastructure Utilities & Transportation,USD,UTAMA,19-Apr-06,"4,227,082,500"
55,RIGS,Rig Tenders Indonesia Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,26-Mar-90,"609,130,000"
56,SAFE,Steady Safe Tbk,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,15 Ags 1994,"615,145,012"
57,SAPX,Satria Antaran Prima Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,03 Okt 2018,"833,333,300"
58,SDMU,Sidomulyo Selaras Tbk.,Infrastructure Utilities & Transportation,IDR,Pengembangan,12-Jul-11,"1,135,225,000"
59,SHIP,Sillo Maritime Perdana Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,16-Jun-16,"2,719,790,000"
60,SMDR,Samudera Indonesia Tbk.,Infrastructure Utilities & Transportation,IDR,Utama,05 Des 1999,"3,275,120,000"
61,SOCI,Soechi Lines Tbk.,Infrastructure Utilities & Transportation,USD,UTAMA,03 Des 2014,"7,059,000,000"
62,SUPR,Solusi Tunas Pratama Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,11 Okt 2011,"1,137,579,698"
63,TAMU,Pelayaran Tamarin Samudra Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,10 Mei 2017,"37,500,000,000"
64,TAXI,Express Transindo Utama Tbk.,Infrastructure Utilities & Transportation,IDR,UTAMA,2-Nov-12,"6,145,600,000"
65,TBIG,Tower Bersama Infrastructure T,Infrastructure Utilities & Transportation,IDR,UTAMA,26 Okt 2010,"22,656,999,445"
66,TCPI,Transcoal Pacific Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,6-Jul-18,"5,000,000,000"
67,TEBE,Dana Brata Luhur Tbk.,Infrastructure Utilities & Transportation,IDR,Pengembangan,18-Nov-19,"1,285,000,000"
68,TGRA,Terregra Asia Energy Tbk.,Infrastructure Utilities & Transportation,IDR,UTAMA,16 Mei 2017,"2,750,000,000"
69,TLKM,Telekomunikasi Indonesia (Pers,Infrastructure Utilities & Transportation,IDR,UTAMA,14-Nov-95,"99,062,216,600"
70,TMAS,Temas Tbk.,Infrastructure Utilities & Transportation,IDR,Utama,9-Jul-03,"5,705,150,000"
71,TNCA,Trimuda Nuansa Citra Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,28-Jun-18,"421,640,000"
72,TOWR,Sarana Menara Nusantara Tbk.,Infrastructure Utilities & Transportation,IDR,Utama,8-Mar-10,"51,014,625,000"
73,TPMA,Trans Power Marine Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,20-Feb-13,"2,633,300,000"
74,TRUK,Guna Timur Raya Tbk.,Infrastructure Utilities & Transportation,IDR,PENGEMBANGAN,23 Mei 2018,"435,000,000"
75,WEHA,WEHA Transportasi Indonesia Tb,Infrastructure Utilities & Transportation,IDR,UTAMA,31 Mei 2007,"886,411,265"
76,WINS,Wintermar Offshore Marine Tbk.,Infrastructure Utilities & Transportation,USD,UTAMA,29-Nov-10,"4,243,011,640"
1,ADRO,Adaro Energy Tbk.,Mining,USD,Utama,16-Jul-08,"31,985,962,000"
2,ANTM,Aneka Tambang Tbk.,Mining,IDR,UTAMA,27-Nov-97,"24,030,764,725"
3,APEX,Apexindo Pratama Duta Tbk.,Mining,IDR,Utama,10-Jul-02,"2,659,850,000"
4,ARII,Atlas Resources Tbk.,Mining,IDR,PENGEMBANGAN,8-Nov-11,"3,000,000,000"
5,ARTI,Ratu Prabu Energi Tbk,Mining,IDR,UTAMA,30-Apr-03,"7,840,000,000"
6,BIPI,Astrindo Nusantara Infrastrukt,Mining,USD,Pengembangan,11-Feb-10,"44,693,066,193"
7,BOSS,Borneo Olah Sarana Sukses Tbk.,Mining,IDR,PENGEMBANGAN,15-Feb-18,"1,400,000,000"
8,BRMS,Bumi Resources Minerals Tbk.,Mining,USD,PENGEMBANGAN,09 Des 2010,"62,322,456,902"
9,BSSR,Baramulti Suksessarana Tbk.,Mining,IDR,PENGEMBANGAN,8-Nov-12,"2,616,500,000"
10,BUMI,Bumi Resources Tbk.,Mining,USD,PENGEMBANGAN,30-Jul-90,"65,476,942,288"
11,BYAN,Bayan Resources Tbk.,Mining,USD,UTAMA,12 Ags 2008,"3,333,333,500"
12,CITA,Cita Mineral Investindo Tbk.,Mining,IDR,PENGEMBANGAN,20-Mar-02,"3,370,734,900"
13,CKRA,Cakra Mineral Tbk.,Mining,USD,PENGEMBANGAN,19 Mei 1999,"5,106,021,090"
14,CTTH,Citatah Tbk.,Mining,IDR,Pengembangan,3-Jul-96,"1,230,839,821"
15,DEWA,Darma Henwa Tbk,Mining,IDR,UTAMA,26-Sep-07,"21,853,733,792"
16,DKFT,Central Omega Resources Tbk.,Mining,IDR,PENGEMBANGAN,21-Nov-97,"5,638,246,600"
17,DOID,Delta Dunia Makmur Tbk.,Mining,USD,PENGEMBANGAN,15-Jun-01,"8,619,817,982"
18,DSSA,Dian Swastatika Sentosa Tbk,Mining,IDR,UTAMA,10 Des 2009,"770,552,320"
19,ELSA,Elnusa Tbk.,Mining,IDR,UTAMA,6-Feb-08,"7,298,500,000"
20,ENRG,Energi Mega Persada Tbk.,Mining,USD,PENGEMBANGAN,7-Jun-04,"10,342,179,272"
21,ESSA,Surya Esa Perkasa Tbk.,Mining,USD,Utama,1-Feb-12,"14,300,000,000"
22,FIRE,Alfa Energi Investama Tbk.,Mining,IDR,PENGEMBANGAN,9-Jun-17,"1,475,363,179"
23,GEMS,Golden Energy Mines Tbk.,Mining,USD,UTAMA,17-Nov-11,"5,882,353,000"
24,GTBO,Garda Tujuh Buana Tbk,Mining,IDR,PENGEMBANGAN,9-Jul-09,"2,500,000,000"
25,HRUM,Harum Energy Tbk.,Mining,USD,Utama,06 Okt 2010,"2,703,620,000"
26,IFSH,Ifishdeco Tbk.,Mining,IDR,Pengembangan,05 Des 2019,"2,125,000,000"
27,INCO,Vale Indonesia Tbk.,Mining,USD,UTAMA,16 Mei 1990,"9,936,338,720"
28,INDY,Indika Energy Tbk.,Mining,USD,Utama,11-Jun-08,"5,210,192,000"
29,ITMG,Indo Tambangraya Megah Tbk.,Mining,USD,UTAMA,18 Des 2007,"1,129,925,000"
30,KKGI,Resource Alam Indonesia Tbk.,Mining,USD,UTAMA,1-Jul-91,"5,000,000,000"
31,MBAP,Mitrabara Adiperdana Tbk.,Mining,IDR,PENGEMBANGAN,10-Jul-14,"1,227,271,952"
32,MDKA,Merdeka Copper Gold Tbk.,Mining,USD,PENGEMBANGAN,19-Jun-15,"21,897,591,650"
33,MEDC,Medco Energi Internasional Tbk,Mining,USD,UTAMA,12 Okt 1994,"17,920,453,606"
34,MITI,Mitra Investindo Tbk.,Mining,IDR,PENGEMBANGAN,16-Jul-97,"1,411,550,800"
35,MTFN,Capitalinc Investment Tbk.,Mining,IDR,PENGEMBANGAN,16-Apr-90,"31,842,082,852"
36,MYOH,Samindo Resources Tbk.,Mining,IDR,UTAMA,27-Jul-00,"2,206,312,500"
37,PKPK,Perdana Karya Perkasa Tbk,Mining,IDR,PENGEMBANGAN,11-Jul-07,"600,000,000"
38,PSAB,J Resources Asia Pasifik Tbk.,Mining,USD,Pengembangan,22-Apr-03,"26,460,000,000"
39,PTBA,Bukit Asam Tbk.,Mining,IDR,UTAMA,23 Des 2002,"11,520,659,250"
40,PTRO,Petrosea Tbk.,Mining,IDR,Utama,21 Mei 1990,"1,008,605,000"
41,RUIS,Radiant Utama Interinsco Tbk.,Mining,IDR,Pengembangan,12-Jul-06,"770,000,000"
42,SMMT,Golden Eagle Energy Tbk.,Mining,IDR,PENGEMBANGAN,01 Des 2007,"3,150,000,000"
43,SMRU,SMR Utama Tbk.,Mining,IDR,PENGEMBANGAN,10 Okt 2011,"12,499,385,782"
44,SURE,Super Energy Tbk.,Mining,IDR,PENGEMBANGAN,05 Okt 2018,"1,497,576,771"
45,TINS,Timah Tbk.,Mining,IDR,Utama,19 Okt 1995,"7,447,753,454"
46,TOBA,Toba Bara Sejahtra Tbk.,Mining,IDR,UTAMA,6-Jul-12,"8,049,964,000"
47,TRAM,Trada Alam Minera Tbk.,Mining,IDR,Utama,10-Sep-08,"49,643,625,618"
48,WOWS,Ginting Jaya Energi Tbk.,Mining,IDR,Pengembangan,8-Nov-19,"2,475,720,000"
49,ZINC,Kapuas Prima Coal Tbk.,Mining,IDR,PENGEMBANGAN,16 Okt 2017,"25,250,000,000"
1,AMIN,Ateliers Mecaniques D Indonesi,Miscellaneous,IDR,PENGEMBANGAN,10 Des 2015,"1,080,000,000"
2,ARGO,Argo Pantes Tbk,Miscellaneous,USD,PENGEMBANGAN,7-Jan-91,"335,557,450"
3,ARKA,Arkha Jayanti Persada Tbk.,Miscellaneous,IDR,PENGEMBANGAN,10-Jul-19,"2,000,000,000"
4,ASII,Astra International Tbk.,Miscellaneous,IDR,Utama,4-Apr-90,"40,483,553,140"
5,AUTO,Astra Otoparts Tbk.,Miscellaneous,IDR,UTAMA,15-Jun-98,"4,819,733,000"
6,BATA,Sepatu Bata Tbk.,Miscellaneous,IDR,Utama,24-Mar-82,"1,300,000,000"
7,BELL,Trisula Textile Industries Tbk,Miscellaneous,IDR,PENGEMBANGAN,03 Okt 2017,"1,450,000,000"
8,BIMA,Primarindo Asia Infrastructure,Miscellaneous,IDR,PENGEMBANGAN,30 Ags 1994,"608,175,716"
9,BOLT,Garuda Metalindo Tbk.,Miscellaneous,IDR,PENGEMBANGAN,7-Jul-15,"2,343,750,000"
10,BRAM,Indo Kordsa Tbk.,Miscellaneous,IDR,Utama,5-Sep-90,"450,000,000"
11,CCSI,Communication Cable Systems In,Miscellaneous,IDR,Pengembangan,18-Jun-19,"1,000,000,000"
12,CNTX,Century Textile Industry Tbk.,Miscellaneous,IDR,PENGEMBANGAN,22 Mei 1979,"70,000,000"
13,ERTX,Eratex Djaja Tbk.,Miscellaneous,IDR,PENGEMBANGAN,21 Ags 1990,"1,286,539,792"
14,ESTI,Ever Shine Tex Tbk.,Miscellaneous,IDR,UTAMA,13 Okt 1992,"2,015,208,720"
15,GDYR,Goodyear Indonesia Tbk.,Miscellaneous,IDR,Utama,22 Des 1980,"410,000,000"
16,GJTL,Gajah Tunggal Tbk.,Miscellaneous,IDR,UTAMA,08 Mei 1990,"3,484,800,000"
17,GMFI,Garuda Maintenance Facility Ae,Miscellaneous,USD,UTAMA,10 Okt 2017,"28,233,511,500"
18,HDTX,Panasia Indo Resources Tbk.,Miscellaneous,IDR,UTAMA,6-Jun-90,"3,601,462,800"
19,IKBI,Sumi Indo Kabel Tbk.,Miscellaneous,IDR,PENGEMBANGAN,21-Jan-91,"1,224,000,000"
20,IMAS,Indomobil Sukses Internasional,Miscellaneous,IDR,UTAMA,15-Sep-93,"2,765,278,412"
21,INDR,Indo-Rama Synthetics Tbk.,Miscellaneous,IDR,UTAMA,03 Ags 1990,"654,351,707"
22,INDS,Indospring Tbk.,Miscellaneous,IDR,UTAMA,10 Ags 1990,"656,249,710"
23,JECC,Jembo Cable Company Tbk.,Miscellaneous,IDR,PENGEMBANGAN,18-Nov-92,"151,200,000"
24,JSKY,Sky Energy Indonesia Tbk.,Miscellaneous,IDR,UTAMA,28-Mar-18,"2,032,540,000"
25,KBLI,KMI Wire & Cable Tbk.,Miscellaneous,IDR,Utama,6-Jul-92,"4,007,235,107"
26,KBLM,Kabelindo Murni Tbk.,Miscellaneous,IDR,PENGEMBANGAN,1-Jun-92,"1,120,000,000"
27,KPAL,Steadfast Marine Tbk.,Miscellaneous,IDR,UTAMA,8-Jun-18,"1,069,009,400"
28,KRAH,Grand Kartech Tbk.,Miscellaneous,IDR,PENGEMBANGAN,8-Nov-13,"971,190,000"
29,LPIN,Multi Prima Sejahtera Tbk,Miscellaneous,IDR,PENGEMBANGAN,5-Feb-90,"425,000,000"
